"Row.names","Condition","Phenotype","migration.perturbed","orientation.perturbed","division.perturbed"
"X11E.Arhgef8.image9.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image1_left.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image1_right.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image10_left.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image10_right.2020_01_10","X11E","migration/orientation perturbed",TRUE,TRUE,FALSE
"X11E.Arhgef8.nextpart_image11.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image12.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image13_left.2020_01_10","X11E","migration/division perturbed",TRUE,FALSE,TRUE
"X11E.Arhgef8.nextpart_image13_right.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image14.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image15.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image16.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image2.2020_01_10","X11E","orientation perturbed",FALSE,TRUE,FALSE
"X11E.Arhgef8.nextpart_image3.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image4.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image5.2020_01_10","X11E","orientation perturbed",FALSE,TRUE,FALSE
"X11E.Arhgef8.nextpart_image6_left.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image6_right.2020_01_10","X11E","division perturbed",FALSE,FALSE,TRUE
"X11E.Arhgef8.nextpart_image7_left.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image7_right.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image8.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X11E.Arhgef8.nextpart_image9_left.2020_01_10","X11E","migration/division perturbed",TRUE,FALSE,TRUE
"X11E.Arhgef8.nextpart_image9_right.2020_01_10","X11E","WT",FALSE,FALSE,FALSE
"X1C.NDE.image1.2020_06_17","X1C","division perturbed",FALSE,FALSE,TRUE
"X1C.NDE.image10_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image10_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image11_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image11_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image12.2020_06_17","X1C","division perturbed",FALSE,FALSE,TRUE
"X1C.NDE.image13.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image14.2020_06_17","X1C","migration/division perturbed",TRUE,FALSE,TRUE
"X1C.NDE.image15_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image16.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image17_left.2020_06_17","X1C","orientation perturbed",FALSE,TRUE,FALSE
"X1C.NDE.image17_right.2020_06_17","X1C","migration/division perturbed",TRUE,FALSE,TRUE
"X1C.NDE.image18.2020_06_17","X1C","division perturbed",FALSE,FALSE,TRUE
"X1C.NDE.image19_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image19_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image2_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image2_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image20_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image21_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image21_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image3_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image3_right.2020_06_17","X1C","migration/division perturbed",TRUE,FALSE,TRUE
"X1C.NDE.image4_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image4_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image5_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image5_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image6_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image6_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image8_left.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image8_right.2020_06_17","X1C","WT",FALSE,FALSE,FALSE
"X1C.NDE.image9.2020_06_17","X1C","division perturbed",FALSE,FALSE,TRUE
"X1D.Paxillin.image1.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image10.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image11_right.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image12.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image13.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image14_left.2020_07_14","X1D","division perturbed",FALSE,FALSE,TRUE
"X1D.Paxillin.image14_right.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image15.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image16.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image17.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image18_left.2020_07_14","X1D","division perturbed",FALSE,FALSE,TRUE
"X1D.Paxillin.image18_right.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image19_left.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image2.2020_07_14","X1D","division/orientation perturbed",FALSE,TRUE,TRUE
"X1D.Paxillin.image20.2020_07_14","X1D","division perturbed",FALSE,FALSE,TRUE
"X1D.Paxillin.image3.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image4.2020_07_14","X1D","division perturbed",FALSE,FALSE,TRUE
"X1D.Paxillin.image6.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image7.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image8.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image9_left.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.image9_right.2020_07_14","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image1_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image1_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide1_image10.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide1_image12.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image13_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image13_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image16.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image18.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image19.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image2.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image21.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image22.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image23_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image24.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image25.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image26_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image27.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image28_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image28_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image3_left.2019_08_29","X1D","migration perturbed",TRUE,FALSE,FALSE
"X1D.Paxillin.slide1_image3_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide1_image30_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image30_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide1_image31_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image31_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image4.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide1_image5.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image6.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image7.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image8.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide1_image9.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image1.2019_08_29","X1D","orientation perturbed",FALSE,TRUE,FALSE
"X1D.Paxillin.slide2_image10.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image12_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image12_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image14.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image15.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image16_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image17.2019_08_29","X1D","migration/orientation perturbed",TRUE,TRUE,FALSE
"X1D.Paxillin.slide2_image18_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image18_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide2_image19.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image2_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image2_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide2_image20.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image21_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image21_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide2_image23_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image24_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image24_right.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image25.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image26.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide2_image3.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image4.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image6.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image7_left.2019_08_29","X1D","migration perturbed",TRUE,FALSE,FALSE
"X1D.Paxillin.slide2_image8_left.2019_08_29","X1D","WT",FALSE,FALSE,FALSE
"X1D.Paxillin.slide2_image8_right.2019_08_29","X1D","migration/division perturbed",TRUE,FALSE,TRUE
"X1D.Paxillin.slide2_image9.2019_08_29","X1D","orientation perturbed",FALSE,TRUE,FALSE
"X2E.Rabep.image10.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image11.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image12_left.2020_07_14","X2E","division perturbed",FALSE,FALSE,TRUE
"X2E.Rabep.image12_right.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image13.2020_07_14","X2E","division perturbed",FALSE,FALSE,TRUE
"X2E.Rabep.image14.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image17.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image18_left.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image18_right.2020_07_14","X2E","migration perturbed",TRUE,FALSE,FALSE
"X2E.Rabep.image19.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image2.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image20.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image3.2020_07_14","X2E","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"X2E.Rabep.image4.2020_07_14","X2E","division perturbed",FALSE,FALSE,TRUE
"X2E.Rabep.image5.2020_07_14","X2E","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"X2E.Rabep.image6.2020_07_14","X2E","migration/division perturbed",TRUE,FALSE,TRUE
"X2E.Rabep.image7_right.2020_07_14","X2E","WT",FALSE,FALSE,FALSE
"X2E.Rabep.image8.2020_07_14","X2E","migration perturbed",TRUE,FALSE,FALSE
"X3F.Gna12.13.image1.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image1.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image10.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image10.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image12_right.2020_01_10","X3F","division perturbed",FALSE,FALSE,TRUE
"X3F.GNA12.13.image12.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image13.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image14_left.2020_06_17","X3F",NA,NA,NA,NA
"X3F.GNA12.13.image14_right.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image14.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image15_right.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image15.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.Gna12.13.image16.2020_01_10","X3F","orientation perturbed",FALSE,TRUE,FALSE
"X3F.Gna12.13.image2.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image2.2020_06_17","X3F",NA,NA,NA,NA
"X3F.GNA12.13.image3_left.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image3.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.Gna12.13.image4_left.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.Gna12.13.image4_right.2020_01_10","X3F","WT",FALSE,FALSE,FALSE
"X3F.GNA12.13.image4.2020_06_17","X3F",NA,NA,NA,NA
"X3F.GNA12.13.image5.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image6.2020_01_10","X3F","division perturbed",FALSE,FALSE,TRUE
"X3F.Gna12.13.image7.2020_01_10","X3F","migration perturbed",TRUE,FALSE,FALSE
"X3F.GNA12.13.image7.2020_06_17","X3F",NA,NA,NA,NA
"X3F.Gna12.13.image9.2020_01_10","X3F","migration perturbed",TRUE,FALSE,FALSE
"X3G.Rock.image1_left.2020_07_14","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image1_left.2020_07_23","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image1_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image1_right.2020_07_23","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image10.2020_07_14","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image12.2020_07_14","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image13_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image14.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image15.2020_07_14","X3G","orientation perturbed",FALSE,TRUE,FALSE
"X3G.Rock.image18_left.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image19_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image2.2020_07_14","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image2.2020_07_23","X3G","migration/division perturbed",TRUE,FALSE,TRUE
"X3G.Rock.image20_left.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image20_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image3.2020_07_14","X3G","migration/division perturbed",TRUE,FALSE,TRUE
"X3G.Rock.image3.2020_07_23","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image4.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image4.2020_07_23","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image5.2020_07_14","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image6_left.2020_07_23","X3G","division perturbed",FALSE,FALSE,TRUE
"X3G.Rock.image6_right.2020_07_23","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image6.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image7_right.2020_07_23","X3G","migration/division perturbed",TRUE,FALSE,TRUE
"X3G.Rock.image7.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image8_left.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image8_right.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X3G.Rock.image9.2020_07_14","X3G","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image1_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image10.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image11.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image13.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image14_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image14_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image15.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image16_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image17_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image17_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image18_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image18_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image19_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image19_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image2_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image20_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image21.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image23.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image24_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image24_right.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image25.2019_08_29","X4C","migration/orientation perturbed",TRUE,TRUE,FALSE
"X4C.Daam.slide1_image26_left.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image26_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image28.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image29_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image29_right.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image30.2019_08_29","X4C","division perturbed",FALSE,FALSE,TRUE
"X4C.Daam.slide1_image31_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image32.2019_08_29","X4C","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"X4C.Daam.slide1_image4_left.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide1_image5_right.2019_08_29","X4C","migration/orientation perturbed",TRUE,TRUE,FALSE
"X4C.Daam.slide1_image7_right.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image8_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
"X4C.Daam.slide1_image9.2019_08_29","X4C","migration/division perturbed",TRUE,FALSE,TRUE
"X4C.Daam.slide2_image10_left.2019_08_29","X4C","WT",FALSE,FALSE,FALSE
