"Row.names","Condition","Phenotype","nTVC","nATM","migration.perturbed","orientation.perturbed","division.perturbed","TVC.contiguous","ATM.contiguous"
"Foxf.image10_left.2020_07_14","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image10_left.2020_07_23","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.image10_right.2020_07_23","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.image10.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image11.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image11.2020_07_14","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image15_left.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image15_right.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image17_left.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image19_left.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image19_right.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image2.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image2.2020_07_14","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image3.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image3.2020_07_14","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.image4.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image4.2020_07_23","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.image5_right.2020_07_23","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.image5.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image6.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image7.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image7.2020_07_14","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image7.2020_07_23","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image8.2020_07_14","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.image9.2020_06_17","Foxf",NA,4,2,NA,NA,NA,1,1
"Foxf.image9.2020_07_23","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image1.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image11.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image12.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image14_left.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image15_right.2020_02_06","Foxf","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"Foxf.slide1_image16.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image17.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image18.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image19.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image2.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image20.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image21.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image22_left.2020_02_06","Foxf","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"Foxf.slide1_image22_right.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image3.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image5.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image6.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image7.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide1_image8.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide1_image9.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image1.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image10.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image11.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image12_left.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image12_right.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image13.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image14_left.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image14_right.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image15.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image16.2020_02_06","Foxf","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"Foxf.slide2_image18.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image19.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image2.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image20.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image21.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image22.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image24.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image25_left.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image26.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image27_left.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image28.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image29.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image3_left.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image30_right.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image31_left.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image32.2020_02_06","Foxf","migration/orientation perturbed",4,2,TRUE,TRUE,FALSE,1,1
"Foxf.slide2_image5.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image6.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image7.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Foxf.slide2_image8.2020_02_06","Foxf","WT",4,2,FALSE,FALSE,FALSE,1,1
"Foxf.slide2_image9.2020_02_06","Foxf","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Gata.image1.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.image2_right.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.image3.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.image3.2020_06_17.1","Gata",NA,4,2,NA,NA,NA,1,1
"Gata.image4_left.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.image4_right.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.image4.2020_06_17","Gata","division perturbed",4,2,FALSE,FALSE,TRUE,1,1
"Gata.image6_left.2020_06_17","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image1.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image10_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image10_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image11_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image11_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image14_right.2020_02_06","Gata","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Gata.slide1_image15_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image15_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image18_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image2.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image3_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image3_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image6_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image6_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image7_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide1_image7_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image10.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image12_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image13.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image14.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image15_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image16_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image16_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image19_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image2_left.2020_02_06","Gata","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Gata.slide2_image2_right.2020_02_06","Gata","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Gata.slide2_image21.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image22.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image3_left.2020_02_06","Gata","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Gata.slide2_image3_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image4_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image5.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image7_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image7_right.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image8_left.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Gata.slide2_image9.2020_02_06","Gata","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image1.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image10_right.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image12_left.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image13_right.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image14.2020_06_17","Rho","division perturbed",4,2,FALSE,FALSE,TRUE,1,1
"Rho.image15.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image18.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image19_left.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image2_left.2020_06_17","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.image2_right.2020_06_17","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.image3.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image4.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image5.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image7.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image8.2020_06_17","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.image9.2020_06_17","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.slide1_image10_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image10_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image12_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image12_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image14.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image15_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image16.2020_02_06","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.slide1_image18_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image18_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image19.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image2.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image20.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image21.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image22.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image23.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image30_left.2020_02_06","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.slide1_image31.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image4.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image5_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image5_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image6.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image7.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image8.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide1_image9.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image10.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image11.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image12_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image13_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image14_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image14_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image16_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image16_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image17.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image18.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image20_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image23_left.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image23_right.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image24.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image25.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image26.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image3.2020_02_06","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Rho.slide2_image4.2020_02_06","Rho","WT",4,2,FALSE,FALSE,FALSE,1,1
"Rho.slide2_image9.2020_02_06","Rho","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Tyrosinase.image1_left.2020_06_17","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image1.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image1.2020_07_23","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image10_right.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image10.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image10.2020_06_17","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image10.2020_07_23","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image11.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image12.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image12.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image13.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image14_left.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image14_left.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image14_right.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image15_left.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image15_left.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image15_right.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image15_right.2020_07_14","Tyrosinase","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Tyrosinase.image16_left.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image16_right.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image17.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image17.2020_07_14","Tyrosinase","orientation perturbed",4,2,FALSE,TRUE,FALSE,1,1
"Tyrosinase.image2.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image2.2020_06_17","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image2.2020_07_14","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image3_left.2020_07_23","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image3_right.2020_06_17","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image3_right.2020_07_23","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
"Tyrosinase.image3.2020_01_10","Tyrosinase","WT",4,2,FALSE,FALSE,FALSE,1,1
